Book_Name,Author,Rating,Number_of_Reviews,Price,Description,Listening_Time,Audible_Rank,Main_Genre,Genre_List
Hitler: A Biography,Ian Kershaw,4.5,271.0,1138.0,"Hailed as the most compelling biography of the German dictator yet written, Ian Kershaw's Hitler brings us closer than ever before to the heart of its subject's immense darkness. ",1 days 20:07:00,3559.0,German History,"['German History', 'Fascism', 'Biographies of Presidents & Heads of State']"
"Hold On, But Don't Hold Still: Hope and Humor from My Seriously Flawed Life",Kristina Kuzmic,4.8,749.0,879.0,"Delivering inspiration and ""parenting comedy at its finest"" (The Huffington Post), here is one woman's story of ditching her fairy-tale dreams and falling in love with her unpredictable, chaotic, imperfect life.",0 days 06:37:00,2865.0,Motherhood,"['Motherhood', 'Relationships', 'Biographies & Memoirs']"
Holes,Louis Sachar,4.7,4301.0,417.0,"Stanley Yelnats' family has a history of bad luck, so when a miscarriage of justice sends him to Camp Green Lake Juvenile Detention Centre (which isn't green and doesn't have a lake), he is not surprised. ",0 days 04:30:00,3504.0,Teen & Young Adult,"['Teen & Young Adult', 'Action & Adventure for Children', ""Children's Action & Adventure""]"
Home Before Dark,Susan Wiggs,4.5,108.0,1005.0,"Like a Technicolor tornado bursting into Luz's picture-perfect life, Jessie returns to her Texas hometown with a shattering request. She wants to tell Lila the truth. As Luz and her husband struggle with what Jessie's return may mean to rebellious Lila, their seemingly solid marriage falters. Old secrets are exposed. Then, just as Jessie comes to terms with the past, life's bittersweet irony plays its hand. She meets Dustin Matlock, a young father who has survived a devastating loss. And Jessie begins to see the hopeful possibilities that lie buried in the most wrenching tragedies. ",0 days 11:30:00,4297.0,Contemporary Fiction,"['Contemporary Fiction', 'Contemporary Romance', 'Contemporary Fiction']"
Homegoing,Yaa Gyasi,4.6,3266.0,820.0,"Penguin presents the unabridged downloadable audiobook edition of Homegoing by Yaa Gyasi, narrated by Dominic Hoffman. ",0 days 13:11:00,3345.0,African American Literature,"['African American Literature', 'Historical Fiction', 'Literary Fiction']"
Homo Deus: A Brief History of Tomorrow,Yuval Noah Harari,4.5,5304.0,1093.0,Brought to you by Penguin.,0 days 14:53:00,47.0,Future Studies,"['Future Studies', 'Anthropology', 'History']"
Honoring the Self: The Pyschology of Confidence and Respect,Nathaniel Branden PhD,4.4,130.0,1774.0,"""Tell me how a person judges his or her self-esteem"", says pioneering psychologist Nathaniel Branden, ""and I will tell you how that person operates at work, in love, in sex, in parenting, in every important aspect of existence - and how high he or she is likely to rise. The reputation you have with yourself - your self-esteem - is the single most important factor for a fulfilling life."" ",0 days 07:04:00,2630.0,Self-Esteem,"['Self-Esteem', 'Personal Success', 'Mind, Body & Spirit']"
Hooked: How to Build Habit-Forming Products,Nir Eyal,4.6,1754.0,501.0,"Note to Audible Listeners: As of December 2019, this version of the Hooked audiobook has been revised and rerecorded to greatly improve audio quality. Please disregard any reviews mentioning poor audio quality prior to December 2019.",0 days 04:40:00,99.0,Consumer Behaviour,"['Consumer Behaviour', 'Business Careers', 'Design & Fashion']"
Hopeless,Colleen Hoover,4.6,9218.0,836.0,"Would you rather know a truth that makes you feel hopeless, or keep believing the lies? Beloved and bestselling author Colleen Hoover returns with the spellbinding story of two young people with devastating pasts who embark on a passionate, intriguing journey to discover the lessons of life, love, trust--and above all, the healing power that only truth can bring. ",0 days 12:34:00,2216.0,Contemporary Romance,"['Contemporary Romance', 'Contemporary Fiction', 'Romance']"
House of Chains: The Malazan Book of the Fallen 4,Steven Erikson,4.6,445.0,1025.0,"Random House presents the audiobook edition of House of Chains: The Malazan Book of the Fallen 4 by Steven Erikson, read by Michael Page. ",1 days 11:04:00,3537.0,Fantasy,"['Fantasy', 'Fantasy']"
"House of Earth and Blood: The Crescent City, Book 1",Sarah J. Maas,4.7,3293.0,873.0,"Half-Fae, half-human Bryce Quinlan loves her life. Every night is a party and Bryce is going to savour all the pleasures Lunathion - also known as Crescent City - has to offer. But then a brutal murder shakes the very foundations of the city, and brings Bryce's world crashing down.",1 days 03:50:00,1346.0,Urban Fantasy,"['Urban Fantasy', 'Action & Adventure Fantasy', 'Fantasy']"
How Bad Do You Want It?: Mastering the Psychology of Mind over Muscle,Matt Fitzgerald,4.5,346.0,820.0,"The greatest athletic performances spring from the mind, not the body. Elite athletes have known this for decades, and now science is learning why it's true. In his fascinating new book, How Bad Do You Want It?, coach Matt Fitzgerald examines more than a dozen pivotal races to discover the surprising ways elite athletes strengthen their mental toughness. ",0 days 08:29:00,3199.0,Baseball,"['Baseball', 'Neuro-Linguistic Programming', 'Sports Biographies']"
How Brands Grow: What Marketers Don't Know,Byron Sharp,4.5,174.0,668.0,"This audiobook provides evidence-based answers to the key questions asked by marketers every day. Tackling issues such as how brands grow, how advertising really works, what price promotions really do and how loyalty programs really affect loyalty, How Brands Grow presents decades of research in a style that is written for marketing professionals to grow their brands. ",0 days 06:34:00,2443.0,Consumer Behaviour,"['Consumer Behaviour', 'Marketing', 'Linguistics']"
How Clients Buy: A Practical Guide to Business Development for Consulting and Professional Services,Tom McMakin,4.6,57.0,586.0,The real-world guide to selling your services and bringing in business....,0 days 06:34:00,2340.0,Business Consulting,"['Business Consulting', 'Customer Service', 'Business Sales']"
How Dogs Think: What the World Looks Like to Them and Why They Act the Way They Do,Stanley Coren PhD,4.4,129.0,1008.0,"Best-selling author, psychologist, and world-renowned expert on dog behavior and training Dr. Stanley Coren presents the most informative, in-depth, fascinating book yet on dogs. ",0 days 13:04:00,4260.0,Dogs & Dog Care,"['Dogs & Dog Care', 'Pets & Animal Care', 'Earth Sciences Books']"
How Emotions Are Made: The Secret Life of the Brain,Lisa Feldman Barrett,4.5,566.0,1005.0,"A new theory of how the brain constructs emotions that could revolutionize psychology, health care, law enforcement, and our understanding of the human mind. ",0 days 14:32:00,1230.0,Philosophy & Science,"['Philosophy & Science', 'Neuroscience & Neuropsychology', 'Biological Sciences']"
How Fascism Works: The Politics of Us and Them,Jason Stanley,4.6,253.0,754.0,"""A vital read for a nation under Trump."" (The Guardian)",0 days 05:44:00,2155.0,Fascism,"['Fascism', 'Political Philosophy', 'History']"
How I Braved Anu Aunty and Co-Founded a Million Dollar Company: A True Story,Varun Agarwal,4.4,548.0,668.0,"Varun is a recent engineering graduate. His hours are filled with friends, pub hopping, and stalking his love interest on Facebook. Through it all, though, Varun harbours ambitions of becoming a successful entrepreneur. Meanwhile, Varun's mother, who is disturbed by her son's lack of focus on life, enlists her good friend Anu Aunty to put him on track. The meddling Anu Aunty is more than willing to take up this assignment. How Varun dodges Anu Aunty's nosey, irksome ways en route to realizing his entrepreneurial dreams makes for a story worth hearing. ",0 days 05:39:00,1838.0,Literary Fiction,"['Literary Fiction', 'Crime, Thriller & Mystery']"
"How I Made $2,000,000 in the Stock Market",Nicolas Darvas,4.5,720.0,328.0,"Hungarian by birth, Nicolas Darvas trained as an economist at the University of Budapest. Reluctant to remain in Hungary until either the Nazis or the Soviets took over, he fled at the age of 23 with a forged exit visa and 50 pounds sterling to stave off hunger in Istanbul, Turkey. During his off hours as a dancer, he read some 200 books on the market and the great speculators, spending as much as eight hours a day studying.",0 days 03:29:00,253.0,Stocks,"['Stocks', 'Personal Finance', 'Analysis & Strategy']"
How India Lost Her Freedom,Pandit Sunderlal,4.5,28.0,1003.0,A freedom fighter's account of India's struggle for independence.,0 days 18:22:00,2261.0,Asian History,"['Asian History', 'Indian History', 'Asian History']"
"How Not to Diet: The Groundbreaking Science of Healthy, Permanent Weight Loss",Michael Greger,4.7,2100.0,323.0,"Put an end to dieting and replace weight-loss struggles with this easy approach to a healthy, plant-based lifestyle. Every month seems to bring a trendy new diet or a new fad to try in order to lose weight - but these diets clearly aren’t making us any happier or healthier. ",0 days 23:42:00,2169.0,Public Health,"['Public Health', 'Weight Loss Diets', 'Food, Drink & Entertaining']"
How Proust Can Change Your Life,Alain de Botton,4.3,235.0,937.0,"For anyone who ever wondered what Marcel Proust had in mind when he wrote the one-and-a-quarter-million words of In Search of Lost Time (while bedridden no less), Alain de Botton has the answer. For, in this stylish, erudite and frequently hilarious book, de Botton dips deeply into Proust’s life and work - his fiction, letters, and conversations – and distils from them that rare self-help manual: one that is actually helpful. ",0 days 05:06:00,3411.0,French Literature,"['French Literature', 'Literary History & Criticism', 'Humorous Fiction']"
"How Successful People Think: Change Your Thinking, Change Your Life",John C. Maxwell,4.6,1004.0,500.0,Gather successful people from all walks of life - what would they have in common? The way they think! Now you can think as they do and revolutionize your work and life! ,0 days 03:39:00,4884.0,Business Motivation & Self-Improvement,"['Business Motivation & Self-Improvement', 'Personal Finance', 'Business Careers']"
How the Mind Works,Steven Pinker,4.3,273.0,1005.0,"In this delightful, acclaimed best seller, one of the world’s leading cognitive scientists tackles the workings of the human mind. What makes us rational—and why are we so often irrational? How do we see in three dimensions? What makes us happy, afraid, angry, disgusted, or sexually aroused? Why do we fall in love? And how do we grapple with the imponderables of morality, religion, and consciousness? ",1 days 02:05:00,3544.0,Anatomy & Physiology,"['Anatomy & Physiology', 'Neuroscience & Neuropsychology', 'Biology Books']"
How the Onion Got Its Layers,Sudha Murty,4.2,41.0,200.0,Have you noticed how the onion has so many layers? And have you seen your mother's eyes water when she cuts an onion? Here is a remarkable story to tell you why.,0 days 00:11:00,701.0,Children's Studies Social Science,"[""Children's Studies Social Science"", 'Fairy Tales, Folk Tales & Myths for Children', 'Fantasy & Magic for Children']"
How the Sea Became Salty,Sudha Murty,4.4,194.0,200.0,"A long, long time ago, seawater was sweet and drinkable. How it became salty is a remarkable story.",0 days 00:10:00,1569.0,"Fairy Tales, Folk Tales & Myths for Children","['Fairy Tales, Folk Tales & Myths for Children', 'Literature & Fiction for Children', ""Children's Traditional Stories""]"
